timestamp	action	src	dst	error
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur German 4 [www.irLanguage.com]/irLanguage.com.jpg	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_4_www_irlanguage.com]/irlanguage_com.jpg	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur German 4 [www.irLanguage.com]/irLanguage.com.url	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_4_www_irlanguage.com]/irlanguage_com.url	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/audio_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/pdf_word_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l1/audio	error_dir_not_empty (2 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/Desktop.ini	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/desktop.ini	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l1/booklet	error_dir_not_empty (2 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/Thumbs.db	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/thumbs.db	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/irlanguage.com.jpg	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/irlanguage_com.jpg	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/irlanguage.com.url	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i_www_irlanguage.com]/irlanguage_com.url	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii_www_irlanguage.com]/audio_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii_www_irlanguage.com]/pdf_word_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l2/audio	error_dir_not_empty (1 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/Desktop.ini	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii_www_irlanguage.com]/desktop.ini	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l2/booklet	error_dir_not_empty (1 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/Thumbs.db	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii_www_irlanguage.com]/thumbs.db	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/irlanguage.com.url	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii_www_irlanguage.com]/irlanguage_com.url	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii_www_irlanguage.com]/audio_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii_www_irlanguage.com]/pdf_word_www_irlanguage.com]	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l3/audio	error_dir_not_empty (1 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/Desktop.ini	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii_www_irlanguage.com]/desktop.ini	error_dst_exists
2026-05-09T18:12:11	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l3/booklet	error_dir_not_empty (1 children left)
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/Thumbs.db	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii_www_irlanguage.com]/thumbs.db	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/irlanguage.com.url	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii_www_irlanguage.com]/irlanguage_com.url	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.Swiss.German [www.irlanguage.com]/Desktop.ini	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_swiss_german_www_irlanguage.com]/desktop.ini	error_dst_exists
2026-05-09T18:12:11	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.Swiss.German [www.irlanguage.com]/irlanguage.com.url	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_swiss_german_www_irlanguage.com]/irlanguage_com.url	error_dst_exists
2026-05-09T18:12:12	MERGE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Assimil German-PDF [www.irLanguage.com]	/media/arash/Transcend-Arash/05_Language/de/assimil	error_dir_not_empty (2 children left)
2026-05-09T18:12:12	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur German 4 [www.irLanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l4	error_dir_not_empty (2 children left)
2026-05-09T18:12:12	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l1	error_dir_not_empty (8 children left)
2026-05-09T18:12:12	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l2	error_dir_not_empty (7 children left)
2026-05-09T18:12:12	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l3	error_dir_not_empty (7 children left)
2026-05-09T18:12:12	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.Swiss.German [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/swiss	error_dir_not_empty (2 children left)
2026-05-09T18:12:12	MERGE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped	/media/arash/Transcend-Arash/05_Language/de	error_dir_not_empty (6 children left)
2026-05-09T18:12:12	CONTAINER	/media/arash/Transcend-Arash/05_Language/FME Method		error_container_not_empty (1 children left)
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i/audio	error_dst_exists
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_i/pdf_word	error_dst_exists
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii/audio	error_dst_exists
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_ii/pdf_word	error_dst_exists
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/._Audio [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii/audio	error_dst_exists
2026-05-09T18:14:08	QUARANTINE	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]/._PDF & Word [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/pimsleur_german_iii/pdf_word	error_dst_exists
2026-05-09T18:14:08	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German I [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l1	error_dir_not_empty (2 children left)
2026-05-09T18:14:08	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German II [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l2	error_dir_not_empty (2 children left)
2026-05-09T18:14:08	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped/Pimsleur.German III [www.irlanguage.com]	/media/arash/Transcend-Arash/05_Language/de/pimsleur/l3	error_dir_not_empty (2 children left)
2026-05-09T18:14:08	RENAME	/media/arash/Transcend-Arash/05_Language/FME Method/German_unzipped	/media/arash/Transcend-Arash/05_Language/de	error_dir_not_empty (3 children left)
2026-05-09T18:14:08	CONTAINER	/media/arash/Transcend-Arash/05_Language/FME Method		error_container_not_empty (1 children left)
